Betreiber;Art der Ladeeinrichung;Anzahl Ladepunkte;Steckertypen1;Steckertypen2;Steckertypen3;Steckertypen4;P1 [kW];P2 [kW];P3 [kW];P4 [kW];Nennleistung Ladeeinrichtung [kW];Kreis/kreisfreie Stadt;Ort;Postleitzahl;Straße;Hausnummer;Adresszusatz;Inbetriebnahmedatum;koordinaten;Anzeigename (Karte);Steckertypen5;P5 [kW];Public Key5;Steckertypen6;P6 [kW];Public Key6
Heisenberg Gymnasium e.V.;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;11.0;Landkreis Karlsruhe;Bruchsal;76646;Sportzentrum;13c;;;49.13396, 8.58321;;;;;;;
Tesla Germany GmbH;Schnellladeeinrichtung;1.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);;;;250.0;;;;250.0;Landkreis Karlsruhe;Bruchsal;76646;Kammerforststraße;17;;;49.1384, 8.56233;;;;;;;
Sparkasse Kraichgau Bruchsal-Bretten-Sinsheim AdöR;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Bruchsal;76646;Friedrichsplatz;2;;;49.12461, 8.596676;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Philippsburg;76661;Hauptstraße;42;;;49.233511, 8.408896;;;;;;;
ALDI SÜD Immobilienverwaltungs-GmbH & Co. oHG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Bad Schönborn;76669;Am Landgraben;8;;;49.203821, 8.640141;ALDI SÜD;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Bad Schönborn-Mingolsheim;76669;Bahnhofstraße;0;(FlSt 3704/11);;49.219549, 8.647401;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Bad Schönborn;76669;Beethovenstraße;31/1;;;49.224325, 8.66009;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Bad Schönborn;76669;Bahnhofstr.;0;;;49.219549, 8.647401;;;;;;;
Heike Boos;Normalladeeinrichtung;1.0;AC Typ 2 Steckdose;;;;11.0;;;;11.0;Landkreis Karlsruhe;Bad Schönborn;76669;Ewald-Renz-Straße;21;;;49.198043, 8.637527;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Graben-Neudorf;76676;Bahnhofstr.;34;;;49.16171, 8.49013;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Graben-Neudorf;76676;Bahnhofstr;34;;;49.16171, 8.4903;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Graben-Neudorf;76676;Werner-Juchler-Platz;1;;;49.16369, 8.48689;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Graben-Neudorf;76676;Bahnhofstraße;34;;;49.16171, 8.49013;;;;;;;
Pfalzwerke AG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Karlsruhe;Graben-Neudorf;76676;Heidelberger Str.;13;;;49.1646, 8.4919;Pfalzwerke AG;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Östringen;76684;Bahnhofstraße;1;;;49.1795, 8.7447;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Östringen;76684;Justus-Liebig-Straße;8;;;49.215444, 8.69608;;;;;;;
Pluq Assets BV;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Karlsruhe;Östringen;76684;Am Kreuzbergsee;1;;;49.179586, 8.81269;Pluq;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Karlsdorf-Neuthard;76689;Amalienstraße;1a;;;49.136051, 8.544901;;;;;;;
Shell Deutschland GmbH;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Karlsruhe;Karlsdorf-Neuthard;76689;Im Entenfang;2a;;;49.135218, 8.527107;;;;;;;
Jürgen Weis;Normalladeeinrichtung;1.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);;;;11.0;;;;11.0;Landkreis Karlsruhe;Karlsdorf-Neuthard;76689;Hauptstraße;149;;;49.133454, 8.523877;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Forst;76694;Hambrücker Straße;52;;;49.153369, 8.579444;;;;;;;
BP Europa SE;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Karlsruhe;Forst;76694;Bruchsaler Str.;67;;;49.14694, 8.588365;Aral Pulse;;;;;;
Gigahertz GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;110.0;Landkreis Karlsruhe;Forst;76694;Hermann-von-Rautenkranz-Str.;1;;;49.159529, 8.578483;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Ubstadt-Weiher;76698;Zum Grenzgraben;28;;;49.172467, 8.624206;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Ubstadt-Weiher;76698;Bruchsaler Straße;1-3;;;49.158327, 8.63048;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Ubstadt-Weiher;76698;Karl-Walter-Straße;4;;;49.163862, 8.632849;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Ubstadt-Weiher;76698;Schönbornstraße;0;;;49.18228, 8.6451;;;;;;;
Lidl Dienstleistung GmbH & Co. KGe;Schnellladeeinrichtung;3.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";"DC CHAdeMO; DC Fahrzeugkupplung Typ Combo 2 (CCS)";;22.0;50.0;50.0;;72.0;Landkreis Karlsruhe;Ubstadt-Weiher;76698;Ubstadter Str.;34;LDE_666_T54-HU1-3219-005;;49.171724, 8.617825;Lidl;;;;;;
Pfalzwerke AG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Karlsruhe;Ubstadt-Weiher;76698;Ubstadter Straße;40;;;49.171352, 8.616869;Pfalzwerke AG;;;;;;
interBOTZ - Lars Botz (Einzelunternehmen);Normalladeeinrichtung;1.0;AC Typ 2 Steckdose;;;;11.0;;;;11.0;Landkreis Karlsruhe;Ubstadt-Weiher;76698;Anemonenweg;8;;;49.173932, 8.666106;interBOTZ;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Kraichtal-Münzesheim;76703;Rathausstraße;0;(FlSt 126);;49.125062, 8.715917;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Kraichtal;76703;Am Weiher;7;;;49.107123, 8.714897;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Dettenheim-Liedolsheim;76706;Rathausstraße;0;(FlSt 69);;49.161668, 8.418081;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Dettenheim;76706;Rathausstraße;1;;;49.161668, 8.418081;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Kronau;76709;Jahnstraße;0;(FlSt 5840/2);;49.219623, 8.636454;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Konstanz;Singen (Hohentwiel);78224;Marie-Curie-Straße;2;;;47.751632, 8.88602;;;;;;;
Citywatt GmbH;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;300.0;300.0;;;300.0;Landkreis Konstanz;Singen;78224;Gottlieb-Daimler-Straße;16;;;47.752868, 8.881996;Citywatt GmbH;;;;;;
Citywatt GmbH;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;300.0;300.0;;;300.0;Landkreis Konstanz;Singen;78224;Gottlieb-Daimler-Straße;16;;;47.753167, 8.882028;Citywatt GmbH;;;;;;
naturenergie hochrhein AG;Normalladeeinrichtung;4.0;"AC Typ 2 Steckdose; AC Schuko";AC Typ 2 Steckdose;"AC Typ 2 Steckdose; AC Schuko";AC Typ 2 Steckdose;22.0;22.0;22.0;22.0;22.0;Landkreis Konstanz;Singen;78224;Georg-Fischer-Strasse;55-57;;;47.754251, 8.856443;naturenergie;;;;;;
Thüga Energie GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Singen;78224;Industriestraße;9;;;47.748523, 8.850337;;;;;;;
Thüga Energie GmbH;Normalladeeinrichtung;1.0;AC Typ 2 Steckdose;;;;22.0;;;;22.0;Landkreis Konstanz;Singen;78224;Alpenstraße;1 - 3;;;47.764557, 8.840994;;;;;;;
deer GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Singen (Hohentwiel);78224;Überlinger Str.;7;;;47.74394, 8.854974;;;;;;;
deer GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Singen (Hohentwiel);78224;Uhlandstr.;27;;;47.768072, 8.835638;;;;;;;
deer GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Singen (Hohentwiel);78224;Bahnhofstr.;29;;;47.760036, 8.842768;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;300.0;300.0;;;300.0;Landkreis Konstanz;Engen;78234;Raststätte Hegau-West;0;BAB81;;47.860927, 8.785676;;;;;;;
Stadtwerke Engen GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Engen;78234;Hegaustraße;5a;;;47.85394, 8.76893;;;;;;;
Seidl GmbH;Normalladeeinrichtung;1.0;AC Typ 2 Fahrzeugkupplung;;;;22.0;;;;22.0;Landkreis Konstanz;Rielasingen;78239;Scheffelstrasse;4;;;47.733124, 8.837623;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;300.0;300.0;;;300.0;Landkreis Konstanz;Gottmadingen;78244;Kornblumenweg;41;;;47.73608, 8.78788;;;;;;;
naturenergie hochrhein AG;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Konstanz;Gottmadingen;78244;Bahnhofstraße;1;;;47.735233, 8.77649;naturenergie;;;;;;
Thüga Energie GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Gottmadingen;78244;Johann-Georg-Fahr-Straße;9;;;47.736754, 8.773548;;;;;;;
Volker Bungert;Normalladeeinrichtung;1.0;AC Typ 2 Fahrzeugkupplung;;;;16.0;;;;16.0;Landkreis Konstanz;Hilzingen;78247;Büsslinger Str.;3;;;47.76977, 8.70149;;;;;;;
Gemeindewerke Steißlingen;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Steißlingen;78256;Im Städtle;19;;;47.796243, 8.928415;;;;;;;
Gemeindewerke Steißlingen;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Konstanz;Steißlingen;78256;Gartenstr.;9;;;47.800836, 8.926491;;;;;;;
Gemeindewerke Steißlingen;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;11.0;Landkreis Konstanz;Steißlingen;78256;Mohnblumenstr.;0;Öffentlicher Parkplatz;;47.802847, 8.929706;;;;;;;
Gemeindewerke Steißlingen;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Steißlingen;78256;Radolfzeller Str.;2;Öffentlicher Parkplatz;;47.797721, 8.924359;;;;;;;
EnBW mobility+ AG und Co.KG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;30.0;Landkreis Konstanz;Aach;78267;Singener Str.;16;;;47.840881, 8.852887;;;;;;;
Stadtwerke Radolfzell GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Radolfzell;78315;Friedrich-Werber-Straße;3;;;47.736835, 8.966455;;;;;;;
Stadtwerke Radolfzell GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Radolfzell;78315;Unterdorfstraße;14;;;47.739915, 9.002452;;;;;;;
Stadtwerke Radolfzell GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Radolfzell;78315;Liggeringerstraße;3;;;47.765598, 9.00321;;;;;;;
Stadtwerke Radolfzell GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Radolfzell;78315;Karl-Wolf-Straße;0;;;47.739091, 8.954609;;;;;;;
Stadtwerke Radolfzell GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Radolfzell;78315;Badenerstraße;20;;;47.772221, 8.984161;;;;;;;
Stadtwerke Radolfzell GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Radolfzell;78315;Neuhäusleweg;1;;;47.748215, 8.925646;;;;;;;
Stadtwerke Radolfzell GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Radolfzell;78315;Kapuzinerweg;0;;;47.736187, 8.972334;;;;;;;
Fahrdienst Radolfzell;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Konstanz;Radolfzell;78315;Ekkehardstrasse;37;;;47.747371, 8.96488;;;;;;;
Georg Wagenhan;Normalladeeinrichtung;1.0;AC Typ 2 Fahrzeugkupplung;;;;11.0;;;;11.0;Landkreis Konstanz;Radolfzell am Bodensee;78315;Paul-Gerhardt-Straße;5;;;47.751608, 8.932215;;;;;;;
ALDI SÜD Immobilienverwaltungs-GmbH & Co. oHG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Stockach;78333;Meßkircher Straße;2;;;47.853047, 9.006443;ALDI SÜD;;;;;;
Stadtwerke Stockach GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Konstanz;Stockach;78333;Dillstraße;0;ggü. Nr. 21;;47.85128, 9.018246;;;;;;;
Autohaus Konrad Martin GmbH & Co KG;Normalladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);AC Typ 2 Steckdose;;;22.0;11.0;;;33.0;Landkreis Konstanz;Stockach;78333;Ludwigshafener Str.;2;;;47.848195, 9.009267;;;;;;;
Philipp Vondeberg;Normalladeeinrichtung;1.0;AC Typ 2 Steckdose;;;;11.0;;;;11.0;Landkreis Konstanz;Öhningen;78337;Im Laubgarten;10 a;;;47.663176, 8.92641;;;;;;;
ib company GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;22.0;Landkreis Konstanz;Gaienhofen;78343;Hauptstraße;234;;;47.68025, 8.97849;ibcompany;;;;;;
SCHARR WÄRME GmbH & Co. KG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;22.0;Landkreis Konstanz;Gaienhofen;78343;Hauptstraße;114;;;47.696336, 8.993931;SCHARR Drive Ladestation;;;;;;
PV Michalski GbR;Normalladeeinrichtung;1.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";;;;11.0;;;;11.0;Landkreis Konstanz;Hohenfels;78355;Am Hart;11;;;47.889057, 9.112617;;;;;;;
PV Michalski GbR;Normalladeeinrichtung;1.0;AC Typ 2 Fahrzeugkupplung;;;;11.0;;;;11.0;Landkreis Konstanz;Hohenfels;78355;Am Hart;11;;;47.888997, 9.112777;;;;;;;
Stadtwerke Konstanz GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;30.0;Landkreis Konstanz;Konstanz;78462;Blarerstraße;47;;;47.658767, 9.166709;;;;;;;
Stadtwerke Konstanz GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Konstanz;78462;Hafenstraße;1;;;47.656158, 9.176358;;;;;;;
B+B Parkhaus GmbH & Co.KG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;11.0;Landkreis Konstanz;Konstanz;78464;Zur Therme;2;;;47.664824, 9.208233;;;;;;;
Parkraumgesellschaft Baden-Württemberg GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Fahrzeugkupplung;AC Typ 2 Fahrzeugkupplung;;;11.0;11.0;;;11.0;Landkreis Konstanz;Konstanz;78464;Universitätsstr.;10;;;47.688139, 9.184358;;;;;;;
Stadtwerke Konstanz GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Konstanz;78464;Friedrichstraße;49;Parkplatz am Kiosk;;47.678606, 9.185014;;;;;;;
Stadtwerke Konstanz GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;30.0;Landkreis Konstanz;Konstanz;78465;Mainau Parkplatz;0;;;47.700549, 9.184999;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Konstanz;Konstanz;78467;Line-Eid-Straße;6-8;;;47.673004, 9.15519;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;3.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";AC Typ 2 Steckdose;;300.0;300.0;22.0;;300.0;Landkreis Konstanz;Konstanz;78467;Line-Eid-Straße;6-8;;;47.673004, 9.15519;;;;;;;
ALDI SÜD Immobilienverwaltungs-GmbH & Co. oHG;Schnellladeeinrichtung;3.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);AC Typ 2 Steckdose;;86.0;86.0;22.0;;86.0;Landkreis Konstanz;Kostanz;78467;Oberlohnstraße;7;;;47.674667, 9.158111;ALDI SÜD;;;;;;
naturenergie hochrhein AG;Normalladeeinrichtung;4.0;"AC Typ 2 Steckdose; AC Schuko";AC Typ 2 Steckdose;"AC Typ 2 Steckdose; AC Schuko";AC Typ 2 Steckdose;22.0;22.0;22.0;22.0;44.0;Landkreis Konstanz;Konstanz;78467;Maybachstrasse;9;;;47.677233, 9.151265;naturenergie;;;;;;
naturenergie hochrhein AG;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Konstanz;78467;Maybachstrasse;9;;;47.677233, 9.151265;naturenergie;;;;;;
Stadtwerke Konstanz GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Konstanz;78467;Max-Stromeyer-Straße;178;;;47.680181, 9.148743;;;;;;;
AIS UG & Co.KG;Normalladeeinrichtung;3.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";;22.0;22.0;22.0;;22.0;Landkreis Konstanz;Konstanz;78467;Ebertplatz;1;;;47.670403, 9.175621;;;;;;;
Gohm + Graf Hardenberg GmbH - Konstanz;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);AC Typ 2 Steckdose;;;50.0;22.0;;;72.0;Landkreis Konstanz;Konstanz;78467;Max-Stromeyer-Straße;122;;;47.675574, 9.163396;;;;;;;
naturenergie hochrhein AG;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Konstanz;Allensbach;78476;Hochstraße;4;;;47.715228, 9.073107;naturenergie;;;;;;
Flotteladen Meser&Hirt UG (haftungsbeschränkt);Normalladeeinrichtung;1.0;"AC Typ 2 Steckdose; AC Typ 2 Steckdose";;;;11.0;;;;11.0;Landkreis Konstanz;Allensbach;78476;Kaltbrunner Str.;24b;;;47.71901, 9.07274;Flotteladen;;;;;;
naturenergie hochrhein AG;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Lörrach;Kandern;79400;An der Schwemme;4;;;47.713328, 7.659514;naturenergie;;;;;;
naturenergie hochrhein AG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Lörrach;Kandern;79400;Bahnhofstrasse;7;;;47.713207, 7.658091;naturenergie;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";AC Typ 2 Fahrzeugkupplung;;;50.0;43.0;;;73.0;Landkreis Lörrach;Bad Bellingen;79415;Bad Bellingen West;0;BAB5;;47.737703, 7.551272;;;;;;;
naturenergie hochrhein AG;Normalladeeinrichtung;4.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";22.0;22.0;22.0;22.0;88.0;Landkreis Lörrach;Bad Bellingen;79415;Badstraße;1/3;;;47.73165, 7.553705;naturenergie;;;;;;
Ralph Remensperger;Normalladeeinrichtung;1.0;AC Typ 2 Fahrzeugkupplung;;;;11.0;;;;11.0;Landkreis Lörrach;Schliengen;79418;Talstrasse;3;;;47.75372, 7.576649;;;;;;;
Shell Deutschland GmbH;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;120.0;120.0;;;120.0;Landkreis Lörrach;Lörrach;79539;Wiesentalstr.;82;;;47.624416, 7.657931;;;;;;;
